iter	MAE
129	21.61310858
130	21.58881433
131	21.5509332
132	21.52004066
133	21.49780369
134	21.47533799
135	21.44115161
136	21.41815687
137	21.38912938
138	21.36606872
139	21.34106143
140	21.30917565
141	21.28794243
142	21.27170887
143	21.2511366
144	21.22304628
145	21.20641286
146	21.17241532
147	21.15388899
148	21.13187607
149	21.11573969
150	21.10470174
151	21.09020696
152	21.06909274
153	21.05026058
154	21.03014238
155	21.01533744
156	20.99804788
157	20.98970677
158	20.9705945
159	20.96154274
160	20.94549297
161	20.93182625
162	20.91094871
163	20.89539832
164	20.87734227
165	20.86442029
166	20.85248707
167	20.84050293
168	20.82417846
169	20.81148569
170	20.79634375
171	20.78533386
172	20.77198083
173	20.75809516
174	20.75200574
175	20.74815892
176	20.7362988
177	20.71279275
178	20.70871297
179	20.69948837
180	20.68726626
181	20.66286777
182	20.64492436
183	20.63031178
184	20.62078308
185	20.60804608
186	20.59029466
187	20.58336711
188	20.57389599
189	20.56094489
190	20.54423779
191	20.53758675
192	20.52586281
193	20.51027151
194	20.50020035
195	20.48788528
196	20.47901559
197	20.47347049
198	20.45961108
199	20.44755841
200	20.43731078
201	20.4265402
202	20.42130082
203	20.40882123
204	20.40125577
205	20.38887913
206	20.37961919
207	20.37563399
208	20.36585232
209	20.36501773
210	20.35299124
211	20.33349399
212	20.32435929
213	20.31413035
214	20.30967412
215	20.3033226
216	20.29476226
217	20.28366298
218	20.27905515
219	20.27735247
220	20.26264983
221	20.25069417
222	20.24163794
223	20.23976189
224	20.23584763
225	20.22990398
226	20.22906748
227	20.21978327
228	20.21068725
229	20.2033897
230	20.19733863
231	20.18729758
232	20.17743344
233	20.16815499
234	20.16457804
235	20.16155921
236	20.15573377
237	20.14207895
238	20.13428364
239	20.12702344
240	20.10665761
241	20.0898538
242	20.08255681
243	20.07497239
244	20.06514819
245	20.06263628
246	20.05290191
247	20.03256278
248	20.02203255
249	20.0200582
250	20.01613285
251	20.01247796
252	20.00821363
253	20.0058366
254	19.996916
255	19.99223709
256	19.98860042
257	19.98172658
258	19.96901021
259	19.95817219
260	19.95057484
261	19.94524328
262	19.93437755
263	19.91927783
264	19.91424572
265	19.90920773
266	19.9011077
267	19.89777423
268	19.89360009
269	19.8853761
270	19.8809546
271	19.87205352
272	19.87023617
273	19.86282852
274	19.85958248
275	19.85334812
276	19.8310104
277	19.82773831
278	19.81936148
279	19.8077279
280	19.80497308
281	19.79845983
282	19.78774171
283	19.77091771
284	19.76770465
285	19.7547269
286	19.74919289
287	19.74375741
288	19.74056418
289	19.7331318
290	19.72569754
291	19.71953502
292	19.7041913
293	19.70164203
294	19.69581253
295	19.6932624
296	19.69083596
297	19.68228147
298	19.67922365
299	19.6754429
300	19.67246104
301	19.66043613
302	19.65377619
303	19.64831397
304	19.64102892
305	19.63179585
306	19.62551522
307	19.61551449
308	19.6076163
309	19.59534476
310	19.58407157
311	19.57810212
312	19.56169806
313	19.55067603
314	19.54313884
315	19.53824881
316	19.53597164
317	19.52951003
318	19.5279174
319	19.52527041
320	19.51925321
321	19.50824402
322	19.5009718
323	19.4969521
324	19.49624286
325	19.48719004
326	19.46847946
327	19.46040311
328	19.45484675
329	19.45057979
330	19.44121251
331	19.43209659
332	19.42446561
333	19.42105836
334	19.4166143
335	19.41620409
336	19.40495073
337	19.4024435
338	19.39884501
339	19.39534741
340	19.39312552
341	19.3907356
342	19.37810695
343	19.37394253
344	19.36821877
345	19.3611311
346	19.35756274
347	19.3489067
348	19.33476707
349	19.33085543
350	19.32018726
351	19.30618301
352	19.30314078
353	19.29748432
354	19.28375632
355	19.2778568
356	19.27720945
357	19.27570299
358	19.27265712
359	19.27194855
360	19.26899456
361	19.26200958
362	19.25996618
363	19.25553072
364	19.24968079
365	19.244991
366	19.2428554
367	19.23514594
368	19.2318921
369	19.21937812
370	19.2172876
371	19.20347246
372	19.18927769
373	19.17720199
374	19.17047625
375	19.16037542
376	19.15507494
377	19.15387422
378	19.14895531
379	19.14727447
380	19.14459017
381	19.1408575
382	19.13487768
383	19.13206417
384	19.1295556
385	19.12890826
386	19.11259263
387	19.09838739
388	19.08686662
389	19.07639709
390	19.07113936
391	19.06502773
392	19.05588882
393	19.04116003
394	19.02402576
395	19.01493296
396	19.01403517
397	19.00979712
398	19.00295357
399	18.98935973
400	18.9740151
401	18.96392703
402	18.95685929
403	18.95147052
404	18.94423374
405	18.94240494
406	18.94122055
407	18.94056306
408	18.92934234
409	18.92833287
410	18.91664177
411	18.91063687
412	18.90068503
413	18.88571243
414	18.88308163
415	18.87267508
416	18.85947131
417	18.84793975
418	18.84140518
419	18.83805933
420	18.83142968
421	18.82721354
422	18.81255669
423	18.80126826
424	18.79587223
425	18.77866004
426	18.77463203
427	18.76937712
428	18.76070068
429	18.75492969
430	18.74467286
431	18.7288035
432	18.71710757
433	18.70660488
434	18.70079764
435	18.6854072
436	18.67053283
437	18.66491373
438	18.65852904
439	18.65257608
440	18.64132573
441	18.62962536
442	18.61321387
443	18.6065039
444	18.59980458
445	18.59806492
446	18.59687795
447	18.59568843
448	18.59468373
449	18.59374961
450	18.59270225
451	18.59254412
452	18.59244674
453	18.58640412
454	18.57766848
455	18.57037186
456	18.56526949
457	18.5633515
458	18.56328499
459	18.56173266
460	18.55879248
461	18.55132691
462	18.54831776
463	18.54118831
464	18.54003893
465	18.53946672
466	18.53592135
467	18.52525751
468	18.52066216
469	18.51590978
470	18.51022818
471	18.50465735
472	18.50034005
473	18.49574234
474	18.49054766
475	18.48946162
476	18.4851315
477	18.47874185
478	18.47032633
479	18.46319355
480	18.45481718
481	18.44516793
482	18.44411177
483	18.43285976
484	18.42919321
485	18.41957917
486	18.41748774
487	18.41319621
488	18.40842631
489	18.40639271
490	18.40451803
491	18.39959214
492	18.38907461
493	18.37896652
494	18.37459282
495	18.3726749
496	18.36952015
497	18.36290958
498	18.35381721
499	18.34625719
500	18.33557569
501	18.33500517
502	18.32405752
503	18.3190536
504	18.31343077
505	18.30460003
506	18.30010574
507	18.28998677
508	18.2879415
509	18.28241908
510	18.26810514
511	18.26715614
512	18.25480661
513	18.2421217
514	18.23845128
515	18.23265692
516	18.23005295
517	18.2292126
518	18.22832863
519	18.22430971
520	18.22044047
521	18.2170816
522	18.20535451
523	18.20364198
524	18.18074164
525	18.16477447
526	18.15377811
527	18.15218366
528	18.14605189
529	18.14411013
530	18.13560069
531	18.13535951
532	18.13296254
533	18.13183576
534	18.12349417
535	18.11454581
536	18.1055303
537	18.10453215
538	18.09920159
539	18.095081
540	18.09227315
541	18.08855733
542	18.08614727
543	18.0820383
544	18.07760167
545	18.07221036
546	18.06537972
547	18.06304187
548	18.06253769
549	18.05848825
550	18.04374392
551	18.04118059
552	18.03792689
553	18.03390732
554	18.03026502
555	18.02925726
556	18.02847015
557	18.02559967
558	18.02334603
559	18.02091656
560	18.01772629
561	18.01743896
562	18.0157191
563	18.01334556
564	18.01230989
565	18.01177516
566	18.00625385
567	17.99861828
568	17.99702086
569	17.99688481
570	17.98594976
571	17.98102074
572	17.97772406
573	17.97741789
574	17.97721988
575	17.97380325
576	17.97097223
577	17.96667115
578	17.96574133
579	17.96383069
580	17.96297601
581	17.96205784
582	17.9556932
583	17.94826522
584	17.94669258
585	17.94179433
586	17.94134467
587	17.94071079
588	17.9403981
589	17.9378387
590	17.93668416
591	17.93004522
592	17.92309297
593	17.91845026
594	17.91216247
595	17.90114145
596	17.89457592
597	17.88824901
598	17.87045114
599	17.86907821
600	17.86440465
601	17.85561273
602	17.85517741
603	17.8492652
604	17.84825515
605	17.84284218
606	17.83716654
607	17.8305991
608	17.82670834
609	17.82560104
610	17.81768206
611	17.81562216
612	17.81270984
613	17.81202866
614	17.81076661
615	17.80931295
616	17.80381549
617	17.79500625
618	17.79335315
619	17.79142239
620	17.78701758
621	17.78534082
622	17.77869693
623	17.77258228
624	17.76864712
625	17.76508458
626	17.75941874
627	17.75771602
628	17.75452491
629	17.74774612
630	17.74151088
631	17.73841956
632	17.72744146
633	17.72114618
634	17.71712696
635	17.71652011
636	17.71195115
637	17.70133124
638	17.6916685
639	17.69033509
640	17.68972436
641	17.688817
642	17.6808288
643	17.67849827
644	17.67687012
645	17.67485901
646	17.66733839
647	17.65959705
648	17.65745135
649	17.65257893
650	17.64458184
651	17.64081068
652	17.63395967
653	17.62988821
654	17.62658339
655	17.62175483
656	17.62028221
657	17.61725102
658	17.61114234
659	17.6097102
660	17.60747566
661	17.60686159
662	17.60682698
663	17.60300236
664	17.60042189
665	17.593829
666	17.58781095
667	17.57867337
668	17.56955108
669	17.56850995
670	17.56817136
671	17.56761744
672	17.56141873
673	17.5603054
674	17.55570646
675	17.5506942
676	17.54933972
677	17.54593116
678	17.5440058
679	17.54085652
680	17.53789567
681	17.53341506
682	17.53109833
683	17.52894305
684	17.52497902
685	17.52048143
686	17.51935382
687	17.51881114
688	17.51614231
689	17.51392103
690	17.51018217
691	17.50721964
692	17.50636801
693	17.50529492
694	17.50488659
695	17.50256719
696	17.50172861
697	17.50014295
698	17.49585655
699	17.49182178
700	17.49130925
701	17.48937387
702	17.48508798
703	17.48053697
704	17.47640168
705	17.47559293
706	17.47506284
707	17.47214263
708	17.47042892
709	17.4695483
710	17.46898249
711	17.46698549
712	17.46650882
713	17.46397868
714	17.46234648
715	17.45910716
716	17.45553328
717	17.45369544
718	17.4406758
719	17.43847065
720	17.43347249
721	17.43087513
722	17.42103036
723	17.41997528
724	17.41935634
725	17.41713828
726	17.4139859
727	17.40593773
728	17.40557643
729	17.39879698
730	17.39185046
731	17.39098269
732	17.39036645
733	17.3871144
734	17.38433944
735	17.38344156
736	17.38267043
737	17.38091316
738	17.37823068
739	17.37666395
740	17.37466134
741	17.37361969
742	17.3708398
743	17.3660559
744	17.35760927
745	17.35299658
746	17.35285797
747	17.35030212
748	17.34989452
749	17.34614488
750	17.34538618
751	17.34524855
752	17.34372186
753	17.34106695
754	17.3410261
755	17.33977925
756	17.33493827
757	17.32799351
758	17.32377346
759	17.32303828
760	17.31999274
761	17.31948202
762	17.31919633
763	17.31351889
764	17.30077713
765	17.29554781
766	17.29221808
767	17.28812021
768	17.28268153
769	17.27986349
770	17.27582295
771	17.27015727
772	17.26649719
773	17.26349654
774	17.26190104
775	17.26105313
776	17.25978619
777	17.25960931
778	17.25836151
779	17.25784394
780	17.25617138
781	17.25244298
782	17.25207629
783	17.25050046
784	17.24607233
785	17.2443156
786	17.2406916
787	17.23985613
788	17.23714776
789	17.23713902
790	17.23463518
791	17.23375486
792	17.23101328
793	17.22823711
794	17.22621906
795	17.2238637
796	17.22220478
797	17.2216849
798	17.21771653
799	17.2162687
800	17.21626528
801	17.21626123
802	17.21323692
803	17.20932039
804	17.19780735
805	17.1918954
806	17.18807837
807	17.18542151
808	17.18430379
809	17.18314339
810	17.1728192
811	17.17281171
812	17.17038423
813	17.16895035
814	17.16892877
815	17.16788993
816	17.16580237
817	17.16510222
818	17.16272378
819	17.15550877
820	17.15370531
821	17.13863448
822	17.13699716
823	17.13118402
824	17.12410907
825	17.11898826
826	17.1171656
827	17.11368448
828	17.11193506
829	17.10971076
830	17.10881879
831	17.10094045
832	17.09816518
833	17.09641266
834	17.09452794
835	17.09245524
836	17.08791908
837	17.08110036
838	17.06861227
839	17.06538777
840	17.06096387
841	17.0512787
842	17.0497309
843	17.04783878
844	17.04630605
845	17.0390111
846	17.03364512
847	17.02231165
848	17.01700128
849	17.01468757
850	17.01056858
851	16.99966297
852	16.99749233
853	16.99709774
854	16.98993296
855	16.98524529
856	16.98247512
857	16.97537265
858	16.97010223
859	16.96323056
860	16.9593536
861	16.95761821
862	16.95709097
863	16.95529609
864	16.95377594
865	16.94465486
866	16.94409366
867	16.9353903
868	16.93010181
869	16.9291746
870	16.92419494
871	16.92191294
872	16.91927978
873	16.91909935
874	16.91873197
875	16.91649454
876	16.91558406
877	16.90822846
878	16.90227515
879	16.89488965
880	16.89248534
881	16.8869498
882	16.88558144
883	16.88425949
884	16.88083331
885	16.87828375
886	16.87702989
887	16.87548365
888	16.86725516
889	16.86715096
890	16.86703403
891	16.86559392
892	16.8651637
893	16.86204179
894	16.86203427
895	16.86161098
896	16.85999131
897	16.85882641
898	16.85659516
899	16.85119635
900	16.85073068
901	16.85072885
902	16.85071803
903	16.84888513
904	16.84884188
905	16.84612126
906	16.84561093
907	16.8455874
908	16.84558739
909	16.8434537
910	16.83852799
911	16.83179454
912	16.83148763
913	16.83109348
914	16.82965463
915	16.82942908
916	16.82822622
917	16.825616
918	16.82198855
919	16.82133871
920	16.81751784
921	16.81749538
922	16.81749537
923	16.81520839
924	16.8142999
925	16.81198855
926	16.81197943
927	16.81194592
928	16.81085994
929	16.80617328
930	16.80150417
931	16.80145071
932	16.79850163
933	16.79444471
934	16.79405009
935	16.79303394
936	16.79242341
937	16.78862667
938	16.78743825
939	16.78725623
940	16.78454937
941	16.77721141
942	16.77649129
943	16.7760347
944	16.7731297
945	16.7673486
946	16.76555811
947	16.76461182
948	16.76089779
949	16.75963998
950	16.75713933
951	16.7552752
952	16.75525274
953	16.75502122
954	16.75270307
955	16.74595841
956	16.74481099
957	16.73905044
958	16.73862246
959	16.73628379
960	16.73441323
961	16.72161057
962	16.72151448
963	16.71935454
964	16.70767073
965	16.6937156
966	16.68969657
967	16.68779661
968	16.68398875
969	16.68283985
970	16.67999577
971	16.67099195
972	16.66945592
973	16.66675188
974	16.66603066
975	16.66544252
976	16.66265786
977	16.66131139
978	16.65967801
979	16.65793095
980	16.65602104
981	16.64900143
982	16.64552216
983	16.64022302
984	16.63413965
985	16.62657385
986	16.62611844
987	16.62547589
988	16.62436176
989	16.622867
990	16.6126543
991	16.61227087
992	16.61222938
993	16.61222907
994	16.60960189
995	16.60602564
996	16.60443145
997	16.59790379
998	16.59753125
999	16.59578123
1000	16.59049937
1001	16.59019858
1002	16.58249721
1003	16.57402556
1004	16.57291595
1005	16.57174296
1006	16.57020627
1007	16.56580565
1008	16.56545598
1009	16.56060302
1010	16.55895098
1011	16.55656317
1012	16.55624314
1013	16.55582719
1014	16.5546162
1015	16.55209039
1016	16.55020533
1017	16.5452344
1018	16.54407065
1019	16.54063732
1020	16.53959933
1021	16.53828441
1022	16.53746182
1023	16.5361215
1024	16.53569813
1025	16.53371964
1026	16.53327888
1027	16.53306909
1028	16.53217757
1029	16.52783917
1030	16.52780749
1031	16.52359864
1032	16.52355912
1033	16.52165772
1034	16.51773474
1035	16.51741459
1036	16.51576017
1037	16.51546365
1038	16.51506103
1039	16.51226384
1040	16.51174484
1041	16.50902245
1042	16.5057222
1043	16.50457409
1044	16.50447042
1045	16.50395268
1046	16.50331348
1047	16.50322976
1048	16.50207552
1049	16.50130754
1050	16.50027077
1051	16.49810071
1052	16.49690664
1053	16.49626685
1054	16.49454393
1055	16.49436773
1056	16.49024768
1057	16.48765463
1058	16.48550341
1059	16.48457803
1060	16.48015985
1061	16.47926468
1062	16.47924276
1063	16.4757108
1064	16.47333159
1065	16.47066465
1066	16.46628894
1067	16.46548325
1068	16.46115034
1069	16.45935581
1070	16.45920903
1071	16.45920544
1072	16.45920539
1073	16.45902711
1074	16.45321057
1075	16.45271121
1076	16.4496082
1077	16.44907778
1078	16.44799442
1079	16.44556354
1080	16.44518932
1081	16.44518826
1082	16.44478838
1083	16.44399891
1084	16.44152247
1085	16.44126638
1086	16.44084052
1087	16.43969362
1088	16.43875802
1089	16.43644252
1090	16.4359214
1091	16.43588025
1092	16.4358148
1093	16.43515551
1094	16.43164393
1095	16.43133385
1096	16.43109948
1097	16.43037206
1098	16.42979097
1099	16.42967232
1100	16.42915411
1101	16.42909582
1102	16.42892612
1103	16.42891549
1104	16.42890244
1105	16.42833991
1106	16.42710936
1107	16.42651918
1108	16.42624818
1109	16.42588318
1110	16.42544665
1111	16.42463126
1112	16.42229248
1113	16.42208153
1114	16.42121906
1115	16.42114406
1116	16.42107337
1117	16.42098483
1118	16.42060937
1119	16.42028651
1120	16.41954393
1121	16.41948666
1122	16.4193108
1123	16.41916726
1124	16.41692861
1125	16.41688089
1126	16.41687533
1127	16.41582827
1128	16.41547308
1129	16.41064829
1130	16.41054046
1131	16.4101653
1132	16.41008717
1133	16.41007386
1134	16.40973341
1135	16.40967625
1136	16.40961427
1137	16.40874257
1138	16.407052
1139	16.40678776
1140	16.40637515
1141	16.40616456
1142	16.40568126
1143	16.40486268
1144	16.40446232
1145	16.40445317
1146	16.40443439
1147	16.40258844
1148	16.4022747
1149	16.40198288
1150	16.40173517
1151	16.40106896
1152	16.40094152
1153	16.40079545
1154	16.40064716
1155	16.40052869
1156	16.40021422
1157	16.39925267
1158	16.39921633
1159	16.39358026
1160	16.39326135
1161	16.39288554
1162	16.39223252
1163	16.39203458
1164	16.39141414
1165	16.3906601
1166	16.38934969
1167	16.38930358
1168	16.38925447
1169	16.38883683
1170	16.38865737
1171	16.38849105
1172	16.38817778
1173	16.38734068
1174	16.38623094
1175	16.38618496
1176	16.38585295
1177	16.38575928
1178	16.3848467
1179	16.3846785
1180	16.38444763
1181	16.3841635
1182	16.3840632
1183	16.38376833
1184	16.38352584
1185	16.382801
1186	16.38146846
1187	16.38142502
1188	16.37872617
1189	16.37834868
1190	16.37777633
1191	16.3773832
1192	16.37613708
1193	16.37610665
1194	16.37546099
1195	16.37542632
1196	16.3745855
1197	16.37453711
1198	16.37429611
1199	16.37383138
1200	16.36537371
1201	16.36493171
1202	16.35988176
1203	16.35987635
1204	16.3596561
1205	16.35938291
1206	16.35073256
1207	16.35070174
1208	16.34928503
1209	16.34827302
1210	16.34683589
1211	16.34137998
1212	16.34100812
1213	16.34094795
1214	16.33236994
1215	16.33233613
1216	16.33233525
1217	16.33233491
1218	16.33213357
1219	16.32846466
1220	16.32736129
1221	16.32736077
1222	16.326216
1223	16.32501996
1224	16.32368463
1225	16.32191784
1226	16.32099667
1227	16.32005459
1228	16.31985064
1229	16.31935009
1230	16.31745586
1231	16.31735534
1232	16.3168477
1233	16.31670073
1234	16.31638451
1235	16.31627314
1236	16.31605191
1237	16.30933756
1238	16.30609237
1239	16.30522768
1240	16.30117955
1241	16.30109671
1242	16.30019665
1243	16.29991654
1244	16.29808837
1245	16.29797047
1246	16.29736259
1247	16.28809258
1248	16.28773032
1249	16.28699859
1250	16.28598567
1251	16.28215562
1252	16.27707553
1253	16.27669517
1254	16.27657247
1255	16.27184994
1256	16.27164775
1257	16.26779156
1258	16.26685201
1259	16.26345821
1260	16.26278887
1261	16.26278145
1262	16.2608383
1263	16.25388324
1264	16.25265577
1265	16.25136008
1266	16.25129046
1267	16.2501853
1268	16.24493318
1269	16.23813866
1270	16.23812868
1271	16.23422241
1272	16.22886774
1273	16.22686785
1274	16.22666167
1275	16.22664101
1276	16.21883857
1277	16.21861095
1278	16.21821445
1279	16.216289
1280	16.21593854
1281	16.21389282
1282	16.21121475
1283	16.19833584
1284	16.19831972
1285	16.19288975
1286	16.19190808
1287	16.18736706
1288	16.18480014
1289	16.18146
1290	16.18062503
1291	16.17404611
1292	16.1719206
1293	16.16897996
1294	16.16411535
1295	16.16408459
1296	16.16318767
1297	16.16273718
1298	16.16216784
1299	16.1601063
1300	16.15946274
1301	16.15841216
1302	16.1584038
1303	16.15397418
1304	16.15395108
1305	16.15388614
1306	16.15372081
1307	16.15266408
1308	16.15225152
1309	16.1515651
1310	16.14356548
1311	16.14311951
1312	16.14310353
1313	16.14267951
1314	16.13767352
1315	16.13760915
1316	16.13733005
1317	16.13724974
1318	16.1360856
1319	16.13591198
1320	16.12624694
1321	16.12198813
1322	16.11870506
1323	16.11024692
1324	16.10900269
1325	16.10760289
1326	16.10307502
1327	16.10110319
1328	16.09267466
1329	16.08342518
1330	16.08324104
1331	16.0819876
1332	16.07715136
1333	16.07498459
1334	16.06295879
1335	16.06294505
1336	16.06286508
1337	16.06127845
1338	16.06118472
1339	16.05963941
1340	16.05959116
1341	16.05841996
1342	16.05758807
1343	16.05129356
1344	16.04235685
1345	16.04232341
1346	16.04199067
1347	16.03858014
1348	16.03832905
1349	16.03382197
1350	16.03358635
1351	16.03345075
1352	16.03342227
1353	16.03331698
1354	16.03308759
1355	16.0329535
1356	16.02132708
1357	16.02131203
1358	16.02130511
1359	16.02090495
1360	16.0205102
1361	16.02041749
1362	16.02028686
1363	16.0201404
1364	16.02014018
1365	16.01027428
1366	16.0052776
1367	16.00403746
1368	16.00062181
1369	15.99886131
1370	15.99878944
1371	15.9983012
1372	15.9912922
1373	15.99128055
1374	15.99126801
1375	15.99126728
1376	15.98882272
1377	15.98875609
1378	15.98865292
1379	15.98709147
1380	15.98708662
1381	15.98669668
1382	15.98654008
1383	15.98592617
1384	15.98591348
1385	15.98591155
1386	15.98589471
1387	15.98539581
1388	15.98483789
1389	15.98470325
1390	15.9846888
1391	15.98450733
1392	15.98449615
1393	15.98446399
1394	15.9843723
1395	15.98436618
1396	15.98271843
1397	15.98271256
1398	15.98247352
1399	15.98117137
1400	15.98115639
1401	15.98107783
1402	15.98084793
1403	15.98079357
1404	15.975518
1405	15.97507095
1406	15.9750341
1407	15.97492452
1408	15.97478697
1409	15.97473278
1410	15.97447523
1411	15.97299488
1412	15.97297102
1413	15.97288802
1414	15.97270729
1415	15.9715761
1416	15.9709216
1417	15.97091645
1418	15.97039693
1419	15.96944998
1420	15.96512848
1421	15.96503954
1422	15.96503225
1423	15.96480745
1424	15.96252293
1425	15.95929473
1426	15.95924118
1427	15.95922131
1428	15.95315331
1429	15.95295778
1430	15.9529557
1431	15.952955
1432	15.95294791
1433	15.94900879
1434	15.94794949
1435	15.94781982
1436	15.94543471
1437	15.94542451
1438	15.94537777
1439	15.94373996
1440	15.93819991
1441	15.93721818
1442	15.93669932
1443	15.9360627
1444	15.93590982
1445	15.93201212
1446	15.92030372
1447	15.91950264
1448	15.91866207
1449	15.91845156
1450	15.91582434
1451	15.91396708
1452	15.90977924
1453	15.89761899
1454	15.89558606
1455	15.89253333
1456	15.88762605
1457	15.88647054
1458	15.88033269
1459	15.87116487
1460	15.86930128
1461	15.8692039
1462	15.86906905
1463	15.86885865
1464	15.86843062
1465	15.8684242
1466	15.86831574
1467	15.86679835
1468	15.86658754
1469	15.86628437
1470	15.86622238
1471	15.86346273
1472	15.86322508
1473	15.8563349
1474	15.85383177
1475	15.85353552
1476	15.84863379
1477	15.84818834
1478	15.84613331
1479	15.8374604
1480	15.83692167
1481	15.82535637
1482	15.82526874
1483	15.8251994
1484	15.82370862
1485	15.82259146
1486	15.80977478
1487	15.80776939
1488	15.80476682
1489	15.80468163
1490	15.80448239
1491	15.80364629
1492	15.80347235
1493	15.80267803
1494	15.7978835
1495	15.79222751
1496	15.79147582
1497	15.78881723
1498	15.78640905
1499	15.78530196
1500	15.78451054
1501	15.78450753
1502	15.7839181
1503	15.78366234
1504	15.78354869
1505	15.78321071
1506	15.78179549
1507	15.77858291
1508	15.77797835
1509	15.77795632
1510	15.77792515
1511	15.77614531
1512	15.77614458
1513	15.77593028
1514	15.77364202
1515	15.77363751
1516	15.77361574
1517	15.77353207
1518	15.77240979
1519	15.77240422
1520	15.77188704
1521	15.77186111
1522	15.77185113
1523	15.76876079
1524	15.76859174
1525	15.76774538
1526	15.76319511
1527	15.76235359
1528	15.76234079
1529	15.76191782
1530	15.76147651
1531	15.7597385
1532	15.75969015
1533	15.75936599
1534	15.759248
1535	15.75865285
1536	15.7520891
1537	15.75208753
1538	15.75081603
1539	15.74404682
1540	15.74359884
1541	15.7435627
1542	15.74355882
1543	15.74355735
1544	15.74277986
1545	15.73902381
1546	15.73718489
1547	15.7327634
1548	15.73266546
1549	15.73258491
1550	15.73256635
1551	15.73137284
1552	15.73128444
1553	15.73128305
1554	15.7312775
1555	15.73126007
1556	15.73119855
1557	15.73118654
1558	15.73110903
1559	15.73110711
1560	15.73071462
1561	15.73060397
1562	15.73023854
1563	15.72954893
1564	15.72932106
1565	15.7270522
1566	15.72704546
1567	15.72704536
1568	15.72704126
1569	15.72334444
1570	15.72324847
1571	15.72322466
1572	15.72285274
1573	15.71614359
1574	15.71613279
1575	15.7143115
1576	15.71425467
1577	15.71152539
1578	15.71063239
1579	15.71039858
1580	15.7103982
1581	15.71019191
1582	15.71000647
1583	15.70942313
1584	15.70941549
1585	15.7094104
1586	15.70926252
1587	15.70904216
1588	15.70684688
1589	15.69532663
1590	15.69523022
1591	15.69261736
1592	15.69261479
1593	15.69251184
1594	15.69225021
1595	15.69222973
1596	15.69212188
1597	15.69049528
1598	15.68356189
1599	15.6812413
1600	15.68122763
1601	15.67986804
1602	15.67978742
1603	15.67852564
1604	15.67848025
1605	15.67479873
1606	15.6745189
1607	15.67435077
1608	15.67432746
1609	15.67368656
1610	15.67321867
1611	15.67312288
1612	15.67310102
1613	15.67306414
1614	15.67248228
1615	15.66286277
1616	15.66279131
1617	15.66062236
1618	15.65993532
1619	15.64972737
1620	15.64777799
1621	15.64708398
1622	15.64568078
1623	15.63180832
1624	15.63171102
1625	15.63159298
1626	15.63158765
1627	15.63071005
1628	15.63019099
1629	15.63014333
1630	15.62967174
1631	15.62966076
1632	15.62965916
1633	15.61904487
1634	15.6186091
1635	15.61858484
1636	15.61857872
1637	15.61833781
1638	15.61812625
1639	15.61605897
1640	15.61583257
1641	15.61381035
1642	15.61133406
1643	15.60996069
1644	15.60896748
1645	15.60409682
1646	15.60408841
1647	15.60407018
1648	15.60366417
1649	15.60241391
1650	15.59929635
1651	15.59915158
1652	15.59908595
1653	15.59623041
1654	15.59391904
1655	15.59389112
1656	15.59389043
1657	15.59384656
1658	15.5917172
1659	15.5858341
1660	15.58247617
1661	15.58227301
1662	15.5821946
1663	15.58164194
1664	15.58098215
1665	15.57732941
1666	15.57478392
